location,size,total_sqft,bath,price,price_per_sqft
Sarjapur  Road,3,1550.0,3.0,100.0,0.06451612903225806
Sarjapur Road,3,1600.0,3.0,86.0,0.05375
Ashwini layout,2,1160.0,2.0,55.0,0.04741379310344827
Sarjapur  Road,3,2100.0,3.0,125.0,0.05952380952380952
Vittasandra,2,1404.0,2.0,69.3,0.04935897435897436
Marathalli bridge,3,1544.0,3.0,120.0,0.07772020725388601
Banashankari Stage III,3,1305.0,2.0,58.7,0.0449808429118774
Marathahalli,2,1230.0,2.0,80.0,0.06504065040650407
T.C PALYA,2,1200.0,2.0,65.0,0.05416666666666667
Harlur,3,1460.0,3.0,73.0,0.05
Gottigere,2,967.0,2.0,45.0,0.04653567735263702
Byatarayanapura,1,540.0,1.0,36.0,0.06666666666666667
Hormavu,1,715.0,1.0,46.0,0.06433566433566433
Mysore Road,2,1020.0,2.0,48.95,0.04799019607843138
Jigani,2,1020.0,2.0,40.0,0.0392156862745098
Koramangala,2,1253.0,2.0,102.0,0.08140462889066241
JCR Layout,2,1180.0,2.0,42.0,0.03559322033898305
Nehru Nagar,2,961.0,2.0,38.0,0.03954214360041623
Kanakapura,3,1419.0,3.0,75.0,0.052854122621564484
Harlur,3,1709.0,3.0,150.0,0.08777062609713282
Papareddipalya,2,1600.0,2.0,115.0,0.071875
Venkatapura,1,416.0,1.0,18.5,0.04447115384615385
Sanjay nagar,2,1100.0,2.0,98.0,0.0890909090909091
HSR Layout,3,1430.0,2.0,65.0,0.045454545454545456
Sneha Colony,2,1260.0,2.0,45.0,0.03571428571428571
RMV Extension,3,1630.0,3.0,85.0,0.05214723926380368
Sarjapur  Road,3,1249.0,3.0,44.71,0.035796637309847876
Kalena Agrahara,3,1450.0,2.0,85.0,0.05862068965517241
Ashwini layout,1,834.0,1.0,60.0,0.07194244604316546
Doddagubbi,3,1125.0,4.0,70.0,0.06222222222222222
Arekere,3,2060.0,3.0,140.0,0.06796116504854369
Gottigere,2,891.0,2.0,25.0,0.028058361391694726
Raja Rajeshwari Nagar,2,1133.0,2.0,49.07,0.04330979699911739
Bisuvanahalli,3,1075.0,2.0,37.0,0.03441860465116279
Vidyaranyapura,2,1200.0,2.0,55.0,0.04583333333333333
Thanisandra,2,1075.0,2.0,45.8,0.0426046511627907
Kaggadasapura,2,1140.0,2.0,40.0,0.03508771929824561
Raja Rajeshwari Nagar,2,1090.0,2.0,42.0,0.03853211009174312
R.T. Nagar,4,1500.0,4.0,70.0,0.04666666666666667
Whitefield,3,1790.0,3.0,100.0,0.055865921787709494
Hebbal,3,1920.0,3.0,134.0,0.06979166666666667
HRBR Layout,2,1374.0,2.0,95.0,0.06914119359534207
Bannerghatta Road,3,1445.0,3.0,95.0,0.0657439446366782
Kanakapura,1,711.0,1.0,36.0,0.05063291139240506
Tumkur Road,3,1500.0,3.0,95.0,0.06333333333333334
Whitefield,3,1720.0,3.0,100.0,0.05813953488372093
Vasanthapura,3,1400.0,3.0,60.0,0.04285714285714286
Kundalahalli,2,1030.0,2.0,49.0,0.04757281553398058
Mysore Road,2,1200.0,2.0,85.0,0.07083333333333333
Hosahalli,3,1375.0,3.0,70.0,0.05090909090909091
Hegde Nagar,2,1050.0,1.0,56.0,0.05333333333333334
Jalahalli,3,2250.0,3.0,160.0,0.07111111111111111
Bellandur,2,1000.0,2.0,50.0,0.05
Jalahalli West,1,469.0,1.0,25.0,0.053304904051172705
Kambipura,2,883.0,2.0,29.0,0.03284258210645526
GM Palaya,3,1820.0,2.0,86.0,0.04725274725274725
Singasandra,3,1440.0,2.0,65.0,0.04513888888888889
Mahadevpura,2,1225.0,2.0,48.0,0.03918367346938775
Chikkalasandra,2,875.0,2.0,52.8,0.06034285714285714
Jalahalli East,1,750.0,1.0,40.0,0.05333333333333334
6th Phase JP Nagar,2,1180.0,2.0,80.0,0.06779661016949153
Haralur Road,2,1194.0,2.0,47.0,0.03936348408710218
Hennur Road,3,1500.0,2.0,62.0,0.04133333333333333
Poornapragna Housing Society Layout,2,1160.0,2.0,52.2,0.045000000000000005
Sarjapur,2,1128.0,2.0,60.0,0.05319148936170213
Huskur,3,1220.0,2.0,35.23,0.028877049180327866
Sarjapur  Road,2,1210.0,2.0,58.0,0.047933884297520664
Kanakpura Road,3,1100.0,2.0,58.0,0.05272727272727273
Bommasandra,3,1200.0,3.0,46.0,0.03833333333333333
Nagondanahalli,3,1641.0,3.0,66.0,0.04021937842778794
Horamavu Agara,2,1200.0,2.0,45.0,0.0375
Raja Rajeshwari Nagar,2,1260.0,2.0,67.39,0.05348412698412698
Mahadevpura,3,1720.0,3.0,78.0,0.04534883720930233
Yelahanka,2,1132.5,2.0,48.13,0.04249889624724062
Yelahanka,2,1210.0,2.0,45.98,0.038
Bisuvanahalli,3,1075.0,2.0,45.0,0.04186046511627907
Thanisandra,3,1702.0,3.0,130.0,0.07638072855464159
Raja Rajeshwari Nagar,2,1141.0,2.0,38.55,0.03378615249780894
Shantiniketan Layout,3,2072.0,3.0,108.0,0.052123552123552123
Herohalli,3,1200.0,2.0,70.0,0.058333333333333334
Teachers Colony,3,1350.0,3.0,77.0,0.05703703703703704
Srinivasa Nagar,3,1180.0,2.0,78.34,0.06638983050847458
Langford Town,2,1355.0,2.0,115.0,0.08487084870848709
Sulthangunta,1,600.0,1.0,50.0,0.08333333333333333
Bannerghatta Road,3,1640.0,2.0,120.0,0.07317073170731707
Kodichikkanahalli,3,1190.0,2.0,57.0,0.04789915966386555
Marathahalli,2,1019.0,2.0,49.85,0.04892051030421982
Ambedkar Colony,3,1875.0,3.0,165.0,0.088
Akshaya Nagar,3,1250.0,3.0,40.0,0.032
Whitefield,2,1140.0,2.0,56.0,0.04912280701754386
Lingadheeranahalli,3,1683.0,3.0,109.0,0.0647653000594177
Kaggadasapura,3,1515.0,3.0,83.3,0.05498349834983498
Hoodi,4,2118.0,4.0,111.0,0.05240793201133145
Bannerghatta Road,4,1380.0,3.0,58.0,0.042028985507246375
Varthur Road,2,1083.0,2.0,61.75,0.05701754385964912
Anjappa Layout,2,600.0,2.0,55.0,0.09166666666666666
Avalahalli,3,2300.0,3.0,120.0,0.05217391304347826
Prakruthi Nagar,2,1240.0,2.0,60.0,0.04838709677419355
Surabhi Layout,3,1750.0,3.0,120.0,0.06857142857142857
Sadaramangala,2,1230.0,2.0,43.48,0.03534959349593496
Anjanapura,3,1500.0,3.0,139.0,0.09266666666666666
Abbigere,2,985.0,2.0,40.39,0.04100507614213198
Tindlu,3,1500.0,2.0,87.0,0.058
Electronic City,2,1125.0,2.0,32.49,0.028880000000000003
Maruthi Sevanagar,2,950.0,2.0,44.0,0.04631578947368421
Kothanur,3,1580.0,3.0,76.0,0.04810126582278481
B Narayanapura,3,1092.0,2.0,98.5,0.0902014652014652
Electronic City Phase II,2,1090.0,2.0,28.34,0.026
Hennur Road,3,2264.0,3.0,159.0,0.07022968197879859
Dommasandra,3,1033.0,2.0,25.53,0.024714424007744436
Kammasandra,2,810.0,2.0,24.5,0.030246913580246913
Green Garden Layout,2,1045.0,2.0,45.0,0.0430622009569378
Hebbal,2,1337.0,2.0,82.0,0.061331338818249814
Chandapura,2,1200.0,2.0,32.0,0.02666666666666667
Begur Road,3,1500.0,2.0,54.0,0.036
Whitefield,3,1640.0,4.0,91.0,0.05548780487804878
Silver Springs Layout,3,1570.0,3.0,62.0,0.03949044585987261
Gubbalala,3,1470.0,2.0,82.0,0.055782312925170066
Kengeri,2,1160.0,2.0,40.61,0.03500862068965517
7th Phase JP Nagar,2,1050.0,2.0,71.0,0.06761904761904762
Bannerghatta Road,3,1460.0,2.0,90.0,0.06164383561643835
Hulimavu,3,1823.0,3.0,100.0,0.05485463521667581
Electronic City,2,1094.0,2.0,42.0,0.038391224862888484
Budigere,2,1153.0,2.0,57.0,0.049436253252385085
Hoysalanagar,3,1325.0,3.0,57.0,0.0430188679245283
Parappana Agrahara,4,1200.0,3.0,85.0,0.07083333333333333
Jakkur,3,1590.0,2.0,125.0,0.07861635220125786
Narayana Nagar 1st Block,2,1202.0,2.0,48.0,0.03993344425956739
Haralur Road,2,1202.0,2.0,53.0,0.04409317803660566
KSRTC Layout,2,1200.0,2.0,62.5,0.052083333333333336
Panathur,3,1688.0,3.0,118.0,0.06990521327014218
Kaval Byrasandra,2,1020.0,2.0,52.0,0.050980392156862744
Sarjapur,2,1185.0,2.0,47.0,0.039662447257383965
Ramagondanahalli,2,1235.0,2.0,52.04,0.04213765182186235
Banashankari,2,1077.0,2.0,37.64,0.034948932219127204
Kengeri Satellite Town,3,1415.0,2.0,66.0,0.046643109540636045
EPIP Zone,3,2330.0,3.0,162.0,0.06952789699570816
Whitefield,2,805.0,2.0,35.0,0.043478260869565216
P&T Colony,1,425.0,1.0,20.03,0.047129411764705885
Whitefield,2,1155.0,2.0,59.95,0.051904761904761905
Anekal,2,656.0,2.0,22.0,0.03353658536585366
New Gurappana Palya,2,1100.0,2.0,48.0,0.04363636363636364
Mahadevpura,2,1150.0,2.0,52.0,0.04521739130434783
Ambedkar Colony,2,1468.0,2.0,140.0,0.09536784741144415
Whitefield,3,2280.0,4.0,126.0,0.05526315789473684
Hegde Nagar,2,1341.0,2.0,97.0,0.07233407904548844
Jakkur,2,1279.0,2.0,77.0,0.060203283815480846
Electronic City Phase II,4,2225.0,4.0,98.88,0.044440449438202245
Thanisandra,2,1185.0,2.0,43.51,0.03671729957805907
Vadarpalya,3,1750.0,3.0,85.0,0.04857142857142857
Kudlu,2,1152.0,2.0,53.5,0.046440972222222224
Hulimavu,2,1300.0,2.0,36.0,0.027692307692307693
5th Phase JP Nagar,2,1070.0,2.0,39.0,0.03644859813084112
Uttarahalli,2,1101.0,2.0,45.0,0.04087193460490463
V.V Puram,2,775.0,2.0,55.0,0.07096774193548387
Yeshwanthpur,1,667.0,1.0,36.85,0.05524737631184408
Electronic City,2,1070.0,2.0,55.0,0.0514018691588785
Old Airport Road,3,1875.0,2.0,110.0,0.058666666666666666
Kundalahalli,2,735.0,2.0,57.99,0.07889795918367347
Koramangala,3,1750.0,3.0,130.0,0.07428571428571429
Marathahalli,2,1215.0,2.0,67.0,0.0551440329218107
Vishwapriya Layout,2,820.0,2.0,30.0,0.036585365853658534
Banashankari Stage VI,2,1177.5,2.0,59.935,0.050900212314225056
Battarahalli,3,1779.0,3.0,89.61,0.050370994940978076
HMT Layout,2,1105.0,2.0,58.0,0.05248868778280543
Whitefield,3,1650.0,3.0,60.0,0.03636363636363636
Jalahalli,2,1694.0,2.0,150.0,0.0885478158205431
Cox Town,3,1975.0,3.0,150.0,0.0759493670886076
Kammasandra,2,674.0,2.0,33.0,0.04896142433234421
Kaggadasapura,2,1185.0,2.0,41.0,0.03459915611814346
 Thanisandra,1,445.0,1.0,28.0,0.06292134831460675
HSR Layout,3,1475.0,3.0,75.0,0.05084745762711865
Gottigere,3,1618.0,3.0,82.5,0.05098887515451174
Koramangala,2,1120.0,2.0,65.0,0.05803571428571429
Marathahalli,4,2181.0,3.0,152.0,0.06969280146721687
Vidyaranyapura,4,1200.0,4.0,90.0,0.075
Bannerghatta Road,3,1556.0,2.0,59.13,0.0380012853470437
Bannerghatta Road,2,1179.0,2.0,66.02,0.05599660729431721
Thanisandra,2,1296.0,2.0,83.0,0.06404320987654322
Kaggadasapura,2,1275.0,2.0,52.0,0.0407843137254902
Kathriguppe,3,1400.0,2.0,77.0,0.055
Gottigere,2,1222.0,2.0,63.0,0.05155482815057283
Electronic City,2,940.0,2.0,41.0,0.043617021276595745
Thanisandra,2,1185.0,2.0,42.6,0.035949367088607596
Tumkur Road,3,1779.0,3.0,112.0,0.0629567172568859
Begur Road,3,1615.0,3.0,59.76,0.0370030959752322
Haralur Road,2,1056.0,2.0,61.0,0.05776515151515151
7th Phase JP Nagar,2,1100.0,2.0,46.0,0.04181818181818182
Arekere,2,920.0,2.0,40.0,0.043478260869565216
ITI Layout,3,1602.0,2.0,75.0,0.04681647940074907
Padmanabhanagar,2,1176.0,2.0,62.0,0.05272108843537415
HBR Layout,4,675.0,3.0,59.0,0.0874074074074074
Kasavanhalli,3,1717.0,3.0,99.0,0.05765870704717531
Bhoganhalli,4,2119.0,4.0,111.0,0.052383199622463426
Vittasandra,2,1246.0,2.0,67.3,0.05401284109149278
Anandapura,2,1141.0,2.0,42.79,0.03750219106047327
Hennur Road,2,1157.0,2.0,84.0,0.07260155574762317
Chandapura,2,1025.0,2.0,27.68,0.027004878048780486
Yelahanka New Town,1,650.0,1.0,33.0,0.05076923076923077
Hebbal,2,1349.0,2.0,98.0,0.072646404744255
Narayanapura,3,1566.0,3.0,83.3,0.053192848020434225
Electronic City,3,1320.0,2.0,38.13,0.028886363636363637
manyata park,3,1780.0,3.0,84.83,0.04765730337078652
Varthur,2,1091.0,2.0,34.9,0.03198900091659028
7th Phase JP Nagar,2,918.0,2.0,50.49,0.055
Yeshwanthpur,4,1950.0,4.0,130.0,0.06666666666666667
Panathur,3,1695.0,3.0,90.0,0.05309734513274336
Yelahanka,3,1705.0,3.0,95.0,0.05571847507331378
Kalyan nagar,3,1375.0,3.0,75.0,0.05454545454545454
Kanakpura Road,1,525.0,1.0,30.0,0.05714285714285714
Whitefield,2,1447.0,2.0,83.0,0.05736005528680028
Thanisandra,2,1114.0,2.0,39.0,0.03500897666068223
7th Phase JP Nagar,3,1450.0,2.0,100.0,0.06896551724137931
Belathur,2,460.0,1.0,15.0,0.03260869565217391
Vasanthapura,2,1022.0,2.0,40.0,0.03913894324853229
Hebbal,2,1000.0,2.0,45.0,0.045
Electronic City,2,1128.0,2.0,68.75,0.06094858156028369
Kanakpura Road,2,1180.0,2.0,57.0,0.048305084745762714
Kanakpura Road,2,1339.0,2.0,75.0,0.05601194921583271
Yelachenahalli,3,1400.0,2.0,55.0,0.039285714285714285
7th Phase JP Nagar,2,1040.0,2.0,39.52,0.038000000000000006
Kadugodi,2,1198.0,2.0,58.0,0.048414023372287146
Shirdi Sai Layout,4,1200.0,3.0,95.0,0.07916666666666666
Sarjapur  Road,3,1691.0,3.0,113.0,0.06682436428149024
Bisuvanahalli,3,1075.0,3.0,36.0,0.03348837209302326
8th Phase JP Nagar,3,1240.0,3.0,43.5,0.03508064516129032
Bannerghatta Road,2,1122.5,2.0,58.935,0.05250334075723831
Mallasandra,3,1665.0,3.0,86.58,0.052
Marathahalli,3,2489.0,3.0,94.0,0.03776617115307352
Brookefield,2,1142.0,2.0,70.0,0.06129597197898424
Kothannur,3,1853.0,3.0,82.0,0.044252563410685376
Kasturi Nagar,2,1567.0,2.0,92.0,0.058710912571793235
Talaghattapura,2,1090.0,2.0,27.24,0.024990825688073395
Electronics City Phase 1,2,1175.0,2.0,51.47,0.04380425531914894
Subramanyapura,2,1200.0,2.0,52.0,0.043333333333333335
Kodichikkanahalli,2,995.0,2.0,41.0,0.04120603015075377
Magadi Road,2,884.0,2.0,41.1,0.04649321266968326
Vishwanatha Nagenahalli,5,900.0,3.0,80.0,0.08888888888888889
Yeshwanthpur,2,1170.0,2.0,57.0,0.04871794871794872
KR Puram,2,1225.0,2.0,46.55,0.038
Electronic City,2,1342.0,2.0,73.3,0.05461997019374068
Uttarahalli,2,1345.0,2.0,67.0,0.04981412639405204
Kodigehaali,3,1320.0,3.0,65.0,0.04924242424242424
Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,0.04332456140350877
Battarahalli,2,1300.0,2.0,50.0,0.038461538461538464
Hosa Road,3,1652.0,3.0,85.0,0.051452784503631964
Thigalarapalya,3,2072.0,4.0,142.0,0.06853281853281853
Arekere,3,1740.0,2.0,95.0,0.05459770114942529
Electronic City,3,1360.0,2.0,71.0,0.05220588235294118
Hosur Road,3,1145.0,2.0,60.0,0.05240174672489083
Uttarahalli,3,1540.0,2.0,40.0,0.025974025974025976
Sarjapur  Road,2,1278.0,2.0,95.0,0.07433489827856025
Electronic City Phase II,1,630.0,1.0,40.0,0.06349206349206349
Kanakpura Road,3,1100.0,3.0,58.0,0.05272727272727273
Bendiganahalli,3,1200.0,3.0,95.0,0.07916666666666666
Chandapura,1,582.5,1.0,15.135,0.02598283261802575
Gunjur,3,1356.0,2.0,66.0,0.048672566371681415
Hennagara,2,823.0,2.0,28.0,0.03402187120291616
TC Palaya,3,1200.0,2.0,66.0,0.055
Ramamurthy Nagar,2,1050.0,2.0,37.0,0.035238095238095235
Ferrar Nagar,2,1180.0,2.0,69.0,0.05847457627118644
7th Phase JP Nagar,2,1070.0,2.0,42.79,0.039990654205607476
Varthur,2,1385.0,2.0,80.0,0.05776173285198556
Varthur,1,1000.0,1.0,70.0,0.07
Whitefield,3,1897.0,3.0,130.0,0.06852925672113865
Magadi Road,2,1005.0,2.0,55.78,0.055502487562189055
Green Glen Layout,3,1575.0,3.0,125.0,0.07936507936507936
Subramanyapura,2,975.0,2.0,65.0,0.06666666666666667
Hennur Road,3,1904.0,3.0,120.0,0.06302521008403361
Kengeri Satellite Town,1,930.0,1.0,30.0,0.03225806451612903
BAGUR,1,686.0,1.0,17.0,0.02478134110787172
Electronic City Phase II,2,2400.0,3.0,150.0,0.0625
Sarjapur  Road,3,2238.0,3.0,140.0,0.06255585344057193
Harlur,2,1174.0,2.0,69.0,0.05877342419080068
Whitefield,3,2225.0,2.0,125.0,0.056179775280898875
Jigani,2,918.0,2.0,52.0,0.05664488017429194
Mahadevpura,2,1250.0,2.0,52.0,0.0416
Sarjapur  Road,3,1800.0,3.0,110.0,0.06111111111111111
Marathahalli,2,1170.0,2.0,53.0,0.0452991452991453
Bannerghatta Road,2,793.0,2.0,45.0,0.05674653215636822
Jakkur,3,1710.0,3.0,107.0,0.06257309941520468
Kambipura,3,1082.0,2.0,57.5,0.05314232902033272
Naganathapura,2,1001.0,2.0,33.03,0.032997002997003
Yelahanka,3,1590.0,2.0,54.0,0.033962264150943396
Basavanagara,3,2400.0,2.0,80.0,0.03333333333333333
Horamavu Banaswadi,3,1554.0,3.0,55.0,0.035392535392535396
Thanisandra,2,1142.5,2.0,43.415,0.038
Konanakunte,2,884.0,1.0,58.0,0.06561085972850679
Hosa Road,2,1045.0,2.0,98.89,0.09463157894736843
Marathahalli,2,1019.0,2.0,49.86,0.048930323846908735
Ambedkar Nagar,3,1935.0,4.0,130.0,0.06718346253229975
Uttarahalli,3,1135.0,2.0,39.73,0.03500440528634361
Lakshminarayana Pura,3,1680.0,3.0,150.0,0.08928571428571429
Kasavanhalli,3,1799.0,3.0,90.0,0.0500277932184547
Attibele,1,400.0,1.0,11.0,0.0275
Kundalahalli,2,1047.0,2.0,82.0,0.07831900668576887
Kaverappa Layout,2,1282.0,2.0,87.0,0.06786271450858035
NGR Layout,2,1020.0,2.0,45.9,0.045
Whitefield,2,1495.0,2.0,79.5,0.053177257525083614
Divya Unnathi Layout,3,1611.0,2.0,64.44,0.04
Vasantha Vallabha Nagar,3,1500.0,2.0,95.0,0.06333333333333334
Sahakara Nagar,3,1500.0,2.0,95.0,0.06333333333333334
Uttarahalli,3,1540.0,3.0,50.0,0.032467532467532464
Hosa Road,3,1639.0,3.0,80.0,0.048810250152532035
Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,0.04281657712970069
Kammasandra,1,657.5,1.0,18.41,0.028
Chandapura,3,1305.0,3.0,33.28,0.025501915708812262
sapthagiri Layout,2,1300.0,1.0,115.0,0.08846153846153847
Brookefield,3,1440.0,2.0,68.0,0.04722222222222222
Seegehalli,2,901.0,2.0,35.14,0.03900110987791343
Sarjapur,3,900.0,2.0,42.0,0.04666666666666667
BEML Layout,2,1060.0,2.0,55.0,0.05188679245283019
NGR Layout,2,1020.0,2.0,48.45,0.0475
Varthur,3,1535.0,3.0,65.99,0.04299022801302931
Alur,1,530.0,1.0,20.0,0.03773584905660377
Devarabisanahalli,2,1350.0,2.0,80.0,0.05925925925925926
Sarjapur  Road,2,1115.0,2.0,50.0,0.04484304932735426
Uttarahalli,2,1175.0,2.0,47.0,0.04
Whitefield,2,1113.0,2.0,62.0,0.055705300988319856
Giri Nagar,2,650.0,2.0,42.0,0.06461538461538462
Marathahalli,2,1325.0,2.0,71.55,0.054
Electronics City Phase 1,2,950.0,2.0,31.0,0.03263157894736842
Jakkur,3,1396.0,2.0,86.51,0.061969914040114614
Rachenahalli,2,1050.0,2.0,52.07,0.04959047619047619
Thanisandra,3,1825.0,3.0,100.0,0.0547945205479452
7th Phase JP Nagar,2,1190.0,2.0,49.98,0.041999999999999996
Marathahalli,2,1220.0,2.0,56.5,0.046311475409836066
NRI Layout,3,1565.0,2.0,75.0,0.04792332268370607
Hennur Road,3,1891.0,3.0,109.0,0.05764145954521417
Sidedahalli,2,900.0,2.0,27.0,0.03
Hosa Road,2,1161.0,2.0,55.15,0.047502153316106806
Sarjapur,1,649.5,1.0,17.535,0.02699769053117783
Yeshwanthpur,1,665.0,1.0,36.85,0.05541353383458647
Hoodi,2,1425.0,2.0,80.0,0.056140350877192984
Chikkabanavar,1,1200.0,1.0,20.0,0.016666666666666666
ITPL,3,1200.0,3.0,56.12,0.046766666666666665
Somasundara Palya,2,1255.0,2.0,67.0,0.05338645418326693
Hegde Nagar,3,2112.95,4.0,145.0,0.06862443503159091
Raja Rajeshwari Nagar,1,600.0,1.0,22.0,0.03666666666666667
Haralur Road,3,1810.0,3.0,100.0,0.055248618784530384
Indira Nagar,2,1200.0,2.0,93.0,0.0775
Harlur,2,1033.0,2.0,49.0,0.04743465634075508
ITPL,3,1548.0,3.0,89.5,0.05781653746770026
Horamavu Banaswadi,3,1611.0,3.0,66.0,0.040968342644320296
Electronic City Phase II,3,1400.0,2.0,40.43,0.028878571428571427
Vidyaranyapura,3,1485.0,2.0,67.0,0.04511784511784512
Margondanahalli,2,2400.0,2.0,82.0,0.034166666666666665
Pattandur Agrahara,2,1025.0,2.0,44.5,0.04341463414634146
Hallehalli,2,1225.0,2.0,53.0,0.04326530612244898
5th Phase JP Nagar,2,1256.0,2.0,62.8,0.049999999999999996
Whitefield,4,2268.0,3.0,163.0,0.0718694885361552
Kanakpura Road,3,1100.0,3.0,53.0,0.04818181818181818
Vadarpalya,2,1141.0,2.0,62.0,0.05433829973707274
Attibele,1,400.0,1.0,12.0,0.03
Chandapura,2,1400.0,2.0,60.0,0.04285714285714286
Raghavendra Nagar,2,1175.0,2.0,48.27,0.04108085106382979
Sahakara Nagar,2,1100.0,2.0,56.0,0.05090909090909091
Kanakpura Road,3,1843.0,3.0,95.84,0.05200217037438958
Horamavu Banaswadi,2,1460.0,2.0,80.5,0.055136986301369866
Rachenahalli,3,1530.0,2.0,74.5,0.04869281045751634
HSR Layout,2,1467.0,2.0,55.0,0.03749147920927062
KR Layout,1,950.0,1.0,40.0,0.042105263157894736
Vittasandra,2,1246.0,2.0,64.5,0.05176565008025682
Kanakapura,1,711.0,1.0,38.0,0.053445850914205346
Haralur Road,2,1194.0,2.0,46.0,0.038525963149078725
Babusapalaya,3,1358.0,2.0,43.4,0.031958762886597936
Hoodi,2,1420.0,2.0,75.0,0.0528169014084507
Kathriguppe,3,1250.0,2.0,68.75,0.055
Akshaya Nagar,2,1280.0,2.0,58.0,0.0453125
Nagappa Reddy Layout,2,1209.0,2.0,50.0,0.0413564929693962
Panathur,3,1315.0,2.0,54.8,0.041673003802281366
Kariyammana Agrahara,3,1800.0,3.0,90.0,0.05
Hessarghatta,5,1600.0,4.0,125.0,0.078125
TC Palaya,3,1600.0,2.0,65.0,0.040625
Suraksha Nagar,3,1563.0,3.0,52.0,0.03326935380678183
Whitefield,3,1560.0,2.0,72.0,0.046153846153846156
Brookefield,3,2169.0,4.0,115.0,0.05301982480405717
Rachenahalli,2,1050.0,2.0,55.5,0.05285714285714286
TC Palaya,3,1200.0,3.0,66.0,0.055
HSR Layout,2,1140.0,2.0,46.0,0.04035087719298246
Horamavu Agara,3,1560.0,3.0,75.0,0.04807692307692308
JP Nagar,2,1100.0,2.0,70.0,0.06363636363636363
Kasavanhalli,3,1260.0,2.0,40.32,0.032
Hebbal,2,1036.0,2.0,50.0,0.04826254826254826
Akshaya Nagar,3,1662.0,3.0,85.1,0.05120336943441636
Yelachenahalli,3,1464.0,2.0,105.0,0.07172131147540983
Yelahanka,2,1234.0,2.0,80.0,0.06482982171799027
Sarjapur  Road,3,1403.0,3.0,55.0,0.039201710620099785
Kadugondanahalli,4,915.0,4.0,54.9,0.06
Seegehalli,3,1150.0,2.0,42.9,0.03730434782608696
Kanakapura,2,929.0,2.0,46.0,0.04951560818083961
TC Palaya,3,1350.0,2.0,75.0,0.05555555555555555
Vasanthapura,2,1135.0,2.0,39.73,0.03500440528634361
Basava Nagar,2,1405.0,2.0,70.0,0.0498220640569395
Whitefield,2,1200.0,2.0,45.84,0.038200000000000005
Yeshwanthpur,2,1161.0,2.0,64.08,0.0551937984496124
Kanakpura Road,2,1290.0,2.0,74.0,0.05736434108527132
Yeshwanthpur,3,2557.0,3.0,141.0,0.055142745404771216
2nd Block Hrbr Layout,3,1480.0,3.0,90.0,0.060810810810810814
Old Madras Road,3,1350.0,3.0,54.54,0.0404
Kadugodi,3,1580.0,2.0,65.0,0.04113924050632911
Banashankari,3,1470.0,2.0,88.64,0.060299319727891154
Ananth Nagar,1,500.0,1.0,14.0,0.028
Sarjapur  Road,2,1346.0,2.0,61.92,0.04600297176820208
Canara Bank Layout,3,1600.0,3.0,90.0,0.05625
Basapura,2,1200.0,2.0,35.0,0.029166666666666667
Channasandra,3,1340.0,2.0,48.33,0.03606716417910447
Jigani,2,918.0,2.0,48.0,0.05228758169934641
Singena Agrahara,3,1500.0,3.0,115.0,0.07666666666666666
Yelahanka,2,1315.0,2.0,85.0,0.06463878326996197
Uttarahalli,3,1390.0,2.0,62.55,0.045
Uttarahalli,3,1330.0,2.0,56.0,0.042105263157894736
Mango Garden Layout,3,1824.0,3.0,125.0,0.06853070175438597
7th Phase JP Nagar,3,1420.0,2.0,96.0,0.0676056338028169
Kacharakanahalli,1,750.0,1.0,56.25,0.075
Jalahalli East,3,1260.0,2.0,60.0,0.047619047619047616
Hennur Road,3,1561.0,3.0,95.0,0.060858424087123636
"Bidere Agarahara, Behind Safal market",2,1060.0,2.0,42.0,0.03962264150943396
Haralur Road,2,1225.0,2.0,67.38,0.05500408163265306
Thanisandra,3,2144.0,3.0,135.0,0.06296641791044776
Electronic City,2,880.0,2.0,29.0,0.03295454545454545
Hoodi,3,1639.0,3.0,110.0,0.06711409395973154
Thanisandra,3,1240.0,2.0,62.0,0.05
Kanakpura Road,2,1500.0,2.0,69.0,0.046
Haralur Road,2,1243.0,2.0,46.0,0.03700724054706356
Marathahalli,3,1575.0,3.0,78.0,0.049523809523809526
Kambipura,3,1082.0,2.0,56.0,0.051756007393715345
Konanakunte,3,1637.0,3.0,73.0,0.04459376908979841
Kanakpura Road,3,1665.0,3.0,86.58,0.052
Electronic City,2,1265.0,2.0,56.93,0.04500395256916996
Electronic City,3,1691.0,2.0,102.0,0.06031933767001774
Thanisandra,2,1100.0,2.0,38.0,0.034545454545454546
Gopalkrishna Nagar,3,1500.0,3.0,62.0,0.04133333333333333
Kammanahalli,5,1666.0,4.0,150.0,0.09003601440576231
Choodasandra,2,1115.0,2.0,50.0,0.04484304932735426
Mysore Road,2,1070.0,2.0,45.0,0.04205607476635514
Indira Nagar,2,1128.0,2.0,105.0,0.09308510638297872
Budigere,2,1162.0,2.0,57.0,0.04905335628227195
Sai Gardens,2,1339.0,2.0,55.0,0.041075429424943986
Mahadevpura,2,1192.0,2.0,75.0,0.06291946308724833
Haralur Road,3,1920.0,3.0,115.0,0.059895833333333336
Hennur,2,1255.0,2.0,52.32,0.04168924302788845
Rajaji Nagar,2,1357.0,2.0,115.0,0.0847457627118644
Dodda Kempaiah Layout,3,1600.0,3.0,75.0,0.046875
